,id,friends_count,favourites_count,listed_count,url,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_use_background_image,profile_background_image_url_https,profile_image_url_https,profile_background_tile,profile_background_image_url,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,followers_count,following,statuses_count,ff_ratio,age,following_rate,tweet_rate,mobile_ratio,website_ratio,third_ratio,other_ratio,bidirectional_links,eigenvector,pagerank,reputation,url_ratio,url_unique_ratio,hashtag_ratio,username_ratio,username_unique_ratio,similarity_ratio_1,similarity_ratio_2,tweet_time_sum,tweet_time_mean,tweet_time_max,tweet_time_min,no_tweet,label,label_model
0,703279075268435969,494.0,841.0,2.0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,21,0,39.0,494.0,988.0,12.6666666667,446.0,1.10762331839,13.6111111111,0.0,1.0,0.0,0.0,0.001945525,0.0,8.54e-07,0.060329068,0.07,0.005,0.7,1.0,0.145,0.18953801856,0.00567869144143,1197518.0,6017.678392,78224.0,9.0,0,fake_users,Fake
1,2360082438,1286.0,993.0,4.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,12,0,843.0,1286.0,1106.0,1.52550415184,1178.0,1.09168081494,9.0275862069,0.0,1.0,0.0,0.0,0.002283105,0.0,2.03e-05,0.381937912,0.08,0.005,0.5,1.0,0.09,0.179468135172,0.00777107179973,983797.0,4943.703518,75979.0,10.0,0,fake_users,Fake
2,2556385824,757.0,249.0,3.0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,23,0,94.0,757.0,351.0,8.05319148936,1073.0,0.70549860205,6.63461538462,0.0,1.0,0.0,0.0,0.00373599,0.0,2.35e-06,0.103794643,0.05,0.01,0.45,1.0,0.16,0.188292275119,0.0700393658032,50412995.0,253331.6332,25396963.0,8.0,0,fake_users,Fake
3,3336121659,1004.0,20.0,1.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,17,0,25.0,1004.0,26.0,40.16,697.0,1.44045911047,1.19047619048,0.0,1.0,0.0,0.0,0.003921569,0.0,6.29e-07,0.022988506,0.4,0.12,0.4,1.0,1.12,0.177879714577,0.0238569590452,10267914.0,427829.75,1941368.0,5463.0,0,fake_users,Fake
4,2316022632,595.0,1621.0,17.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,8,0,25.0,595.0,1899.0,23.8,1205.0,0.49377593361,13.2237762238,0.0,1.0,0.0,0.0,0.0,0.0,5.29e-07,0.031446541,0.06,0.01,0.55,1.0,0.11,0.185819183016,0.0072131818374,1210021.0,6080.507538,65249.0,10.0,0,fake_users,Fake
5,3332450464,657.0,0.0,0.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,19,0,11.0,657.0,14.0,59.7272727273,699.0,0.93991416309,1.09090909091,0.0,1.0,0.0,0.0,0.001436782,0.0,3.04e-07,0.015558699,0.666666666667,0.0833333333333,0.416666666667,0.833333333333,1.0,0.125286478228,0.0,36372308.0,3306573.455,13792216.0,25.0,0,fake_users,Fake
6,3447801742,815.0,2406.0,51.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,22,0,37.0,815.0,2759.0,22.027027027,630.0,1.29365079365,17.5031847134,0.0,1.0,0.0,0.0,0.002352941,0.0,8.79e-07,0.038461538,0.065,0.01,0.55,1.0,0.135,0.195131686803,0.00614363851053,15046468.0,75610.39196,6098355.0,8.0,0,fake_users,Fake
7,3169836318,1083.0,52.0,0.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,21,0,27.0,1083.0,63.0,40.1111111111,754.0,1.43633952255,1.64864864865,0.0,1.0,0.0,0.0,0.001806685,0.0,7.29e-07,0.024669604,0.16393442623,0.0655737704918,0.3,1.0,0.44262295082,0.181174004193,0.0464871135407,18468849.0,307814.15,3707623.0,7.0,0,fake_users,Fake
8,3306756465,714.0,0.0,0.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,20,0,2.0,714.0,0.0,357.0,714.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.002645503,0.0,7.94e-08,0.002638522,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,fake_users,Fake
9,1960942190,385.0,0.0,0.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,14,0,17.0,385.0,74.0,22.6470588235,1311.0,0.293668954996,4.05555555556,0.0,1.0,0.0,0.0,0.005012531,0.0,3.79e-07,0.033898305,0.041095890411,0.013698630137,0.15,0.2,0.0684931506849,0.109529776823,0.00673756651062,30840043.0,428333.9306,22982299.0,16.0,0,fake_users,Fake
10,3183167557,1023.0,2950.0,16.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,25,0,37.0,1023.0,3281.0,27.6486486486,746.0,1.37131367292,17.5393258427,0.0,1.0,0.0,0.0,0.002912621,0.0,9.04e-07,0.03286385,0.065,0.015,0.55,1.0,0.12,0.180473366403,0.00665487749597,814006.0,4090.482412,97585.0,8.0,0,fake_users,Fake
11,3350332347,1080.0,1655.0,31.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,20,0,51.0,1080.0,1854.0,21.1764705882,688.0,1.56976744186,12.7222222222,0.0,1.0,0.0,0.0,0.00177305,0.0,1.33e-06,0.044067797,0.07,0.01,0.5,1.0,0.12,0.199821233013,0.00523708762655,20703648.0,104038.4322,5516565.0,10.0,0,fake_users,Fake
12,3366353530,997.0,2430.0,24.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,11,0,40.0,997.0,2656.0,24.925,679.0,1.46833578792,15.8484848485,0.0,1.0,0.0,0.0,0.00289296,0.0,2.94e-08,0.036245353,0.075,0.005,0.45,1.0,0.115,0.186368112835,0.00557520888314,17573138.0,88307.22613,5260229.0,9.0,0,fake_users,Fake
13,1625363485,529.0,0.0,0.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,11,0,20.0,529.0,88.0,26.45,1390.0,0.380575539568,10.3214285714,0.0,0.754325259516,0.0,0.245674740484,0.003616637,0.0,6.04e-07,0.039930556,0.065,0.01,0.6,1.0,0.1,0.214035461783,0.0078971322728,998665.0,5018.417085,77490.0,9.0,0,fake_users,Fake
14,2550953772,618.0,0.0,0.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,18,0,15.0,618.0,28.0,41.2,1076.0,0.574349442379,1.8125,0.0,1.0,0.0,0.0,0.0,0.0,3.29e-07,0.018072289,0.310344827586,0.0344827586207,0.3,0.55,0.551724137931,0.121603856266,0.00335570325363,35889343.0,1281762.25,7356908.0,20.0,0,fake_users,Fake
15,2551089228,340.0,899.0,8.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,5,0,14.0,340.0,972.0,24.2857142857,1076.0,0.315985130112,15.2739726027,0.0,1.0,0.0,0.0,0.0,0.0,4.29e-07,0.040920716,0.065,0.01,0.6,0.95,0.12,0.186959003584,0.00727514814955,6302935.0,31673.0402,3736110.0,9.0,0,fake_users,Fake
16,2299586316,634.0,526.0,9.0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,19,0,21.0,634.0,618.0,30.1904761905,1214.0,0.522240527183,8.67605633803,0.0,1.0,0.0,0.0,0.00623053,0.0,5.79e-07,0.03313253,0.075,0.005,0.6,0.95,0.145,0.19006002099,0.00585581437462,21624126.0,108663.9497,5803765.0,9.0,0,fake_users,Fake
17,2767367507,1246.0,71.0,2.0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,9,0,75.0,1246.0,136.0,16.6133333333,979.0,1.27272727273,-1.0,-1.0,-1.0,-1.0,-1.0,0.002362205,0.0,1.88e-06,0.055059524,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,fake_users,Fake
18,3295768415,662.0,960.0,7.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,15,0,29.0,662.0,1011.0,22.8275862069,725.0,0.913103448276,9.76,0.0,1.0,0.0,0.0,0.00286123,0.0,6.79e-07,0.035862069,0.07,0.015,0.4,1.0,0.09,0.1951104359,0.00500886381956,5545847.0,27868.57789,3538585.0,9.0,0,fake_users,Fake
19,3159093807,1095.0,1976.0,52.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,9,0,83.0,1095.0,2379.0,13.1927710843,766.0,1.42950391645,11.4251207729,0.0,1.0,0.0,0.0,0.006238859,0.0,2.1e-06,0.068879668,0.085,0.005,0.2,1.0,0.09,0.196105960199,0.0068372496362,17240917.0,86637.77387,4537713.0,8.0,0,fake_users,Fake
20,3330221939,410.0,0.0,0.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,16,0,2.0,410.0,0.0,205.0,701.0,0.58487874465,-1.0,-1.0,-1.0,-1.0,-1.0,0.002277904,0.0,7.94e-08,0.004535147,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,fake_users,Fake
21,2394187316,1079.0,1238.0,3.0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,21,0,50.0,1079.0,1331.0,21.58,1157.0,0.932584269663,11.1865671642,0.0,1.0,0.0,0.0,0.0,0.0,1.5e-06,0.050730868,0.06,0.005,0.55,1.0,0.12,0.183298285506,0.0069821891045,1475582.0,7414.984925,158559.0,8.0,0,fake_users,Fake
