,bidirectional_links,eigenvector,pagerank,reputation
24503,0.0998315080034,0.0,0.00012516115001,0.678058041768
286543,0.30980861244,0.0,3.03113159106e-05,0.591397849462
586003,0.360313315927,0.0,2.94427546484e-08,0.380759902991
722623,0.588461538462,0.0,5.07077841932e-05,0.72192513369
755116,0.494642857143,0.00124061097875,7.81324468722e-08,0.56043956044
755746,0.35857805255,0.0,4.00215363936e-05,0.711804008909
785080,0.272398190045,0.0,3.06366583494e-05,0.525343642612
806585,0.626712328767,0.0,5.85660554089e-05,0.666951810664
806975,0.22467771639,0.0,0.00012516115001,0.902038607252
887281,0.0975443383356,0.0,1.38690095771e-05,0.158680057389
1382561,0.107402912621,0.0,1.32683773823e-05,0.242994947175
1813221,0.319727891156,0.0,1.43695364062e-05,0.565088757396
2007021,0.369294605809,0.00124061097875,1.3509020004e-07,0.928102625298
2731681,0.150326797386,0.0,1.88139202203e-06,0.325991189427
2770511,0.323725055432,0.0,2.82091032287e-05,0.714013950539
3873101,0.745059288538,0.0,1.77480925021e-05,0.583196046129
3888491,0.371252204586,0.00124061097875,5.11278295585e-08,0.531598513011
4121091,0.403445149592,0.00124061097875,1.3755960171e-07,0.720547251077
5656162,0.40099009901,0.000169467459697,3.95147746283e-08,0.554575523705
5682702,0.220930232558,0.0,7.81263494596e-06,0.783375314861
5812422,0.239431856611,0.0,2.94427546484e-08,0.376949009692
5820222,0.382151029748,0.0,6.23597543454e-06,0.36204379562
5856182,0.513420902342,0.000670178050719,5.25556426107e-08,0.740631017627
5863152,0.446368715084,0.0,2.94427546484e-08,0.570331253
6134312,0.325,0.0,4.58423689876e-06,0.476439790576
6296742,0.483850129199,0.0,6.48476671132e-05,0.625906234896
6775342,0.100558659218,0.0,2.58212958267e-06,0.362989323843
6834152,0.252453166815,0.000896465493243,2.09073998235e-07,0.518470790378
7004532,0.00297619047619,0.000117361798589,3.87479824361e-08,0.937031484258
7046912,0.0873882820258,0.000149369561841,5.65123860029e-08,0.832362244049
7246122,0.298850574713,0.0,2.94427546484e-08,0.428884026258
7527052,0.254464285714,0.0,5.41010616665e-06,0.324283559578
8029522,0.197916666667,0.0,1.08908749445e-05,0.530562347188
8291932,0.560287326834,0.0,4.3650355904e-05,0.47210184182
8548002,0.116279069767,0.0,3.2828671433e-06,0.215588723051
8657052,0.295053003534,0.0,1.92496729891e-05,0.575712143928
8711952,0.341538461538,0.0,4.93460567908e-06,0.376199616123
9011502,0.6,0.0,2.30036242068e-05,0.989224137931
9272142,0.423208191126,0.0,1.73726973803e-05,0.702839756592
9427822,0.621546961326,0.0,2.37293881089e-05,0.723453017571
10352582,0.594017094017,0.000427018298885,6.26264592981e-08,0.926066350711
11174562,0.505084745763,0.0,9.38929445738e-06,0.559043348281
11630862,0.512195121951,0.0,2.33289666457e-05,0.764367816092
11690822,0.305475504323,0.0,2.40547305478e-05,0.734506503443
11990112,0.270485120261,1.81129202897e-05,5.66481137604e-08,0.504744599233
