,bidirectional_links,eigenvector,pagerank,reputation
24503,0.0998315080034,0.000357464495473,5.3385611734e-08,0.678058041768
382393,0.506102522376,0.0,7.66077512986e-05,0.713720009317
586003,0.360313315927,0.0,2.94034510242e-08,0.380759902991
678033,0.368902439024,0.0,0.000124994070304,0.835561497326
722623,0.588461538462,0.0,5.06400935265e-05,0.72192513369
755116,0.494642857143,7.81014864059e-05,5.39537051322e-08,0.56043956044
755746,0.35857805255,0.0,3.99681109772e-05,0.711804008909
785080,0.272398190045,0.0,3.05957609633e-05,0.525343642612
806585,0.626712328767,0.0,5.84878746049e-05,0.666951810664
806975,0.22467771639,0.0,0.000124994070304,0.902038607252
1382561,0.107402912621,0.0,1.32506652041e-05,0.242994947175
1813221,0.319727891156,0.000259587312189,5.16363280937e-08,0.565088757396
2007021,0.369294605809,0.0,7.7782419167e-05,0.928102625298
2731681,0.150326797386,0.0,1.87888052045e-06,0.325991189427
3873101,0.745059288538,0.0,1.77244002774e-05,0.583196046129
3888491,0.371252204586,0.0,3.2195308699e-05,0.531598513011
4121091,0.403445149592,0.000474366399805,7.29990791196e-08,0.720547251077
5445622,0.747422680412,0.000572744233643,7.00990575117e-08,0.623848763936
5656162,0.40099009901,0.000170972164151,3.94620256967e-08,0.554575523705
5682702,0.220930232558,0.0,7.80220572928e-06,0.783375314861
5812422,0.239431856611,0.0,4.4741761251e-05,0.376949009692
5863152,0.446368715084,0.000778761936566,3.03739784186e-07,0.570331253
6134312,0.325,0.0,4.57811732447e-06,0.476439790576
6296742,0.483850129199,0.0,6.47611008809e-05,0.625906234896
6775342,0.100558659218,0.0,2.57868265483e-06,0.362989323843
6834152,0.252453166815,0.0,6.03623446077e-05,0.518470790378
7004532,0.00297619047619,0.000118403855994,3.86962571082e-08,0.937031484258
7046912,0.0873882820258,0.00125162638471,2.32548689568e-07,0.832362244049
7246122,0.298850574713,0.00125162638471,2.32548689568e-07,0.428884026258
7527052,0.254464285714,0.0,5.4028841257e-06,0.324283559578
8029522,0.197916666667,0.0,1.08763365339e-05,0.530562347188
8291932,0.560287326834,0.0,4.3592086316e-05,0.47210184182
8548002,0.116279069767,0.0,3.2784847892e-06,0.215588723051
8657052,0.295053003534,0.0,1.92239762796e-05,0.575712143928
8711952,0.341538461538,0.0,4.92801839166e-06,0.376199616123
9272142,0.423208191126,0.0,1.73495062769e-05,0.702839756592
9427822,0.621546961326,0.0,2.3697711353e-05,0.723453017571
9564632,0.117122851687,0.000411284430016,4.44525135111e-08,0.760919190382
9605632,0.209271523179,0.0,1.51251352069e-05,0.285714285714
9664862,0.217573221757,0.0,6.6775237276e-06,0.526732673267
10352582,0.594017094017,0.000430809801617,6.25428581932e-08,0.926066350711
11174562,0.505084745763,0.000659356779465,1.08585447427e-07,0.559043348281
11630862,0.512195121951,0.0,2.32978244191e-05,0.764367816092
11690822,0.305475504323,0.0,2.40226194868e-05,0.734506503443
11990112,0.270485120261,4.7561802619e-05,7.21545212634e-08,0.504744599233
12287842,0.424528301887,0.0,2.94460860282e-05,0.917381137958
12551742,0.495219885277,0.0,0.000124994070304,0.905305087815
12623352,0.25462962963,0.0,1.85388758708e-06,0.252595155709
12922462,0.631484794275,0.000456092654588,6.93740896666e-08,0.640283140283
13126372,0.18387776607,0.0,2.15733120165e-05,0.31231884058
13260592,0.341895482728,5.5822536758e-05,3.54779452255e-08,0.622408026756
13381912,0.21835443038,0.0,2.27729728183e-05,0.291479820628
